Hospital_ID,District_ID,Instrument_ID,Annual_Projected_Revenue
Hospital 549,District 20,Instrument 3,1200
Hospital 549,District 20,Instrument 7,29400
Hospital 549,District 20,Instrument 8,17450
Hospital 549,District 50,Instrument 2,12768
Hospital 553,District 13,Instrument 2,25500
Hospital 555,District 39,Instrument 2,134738
Hospital 555,District 39,Instrument 7,46213
Hospital 555,District 51,Instrument 7,28516
Hospital 555,District 52,Instrument 7,20300
Hospital 556,District 18,Instrument 3,44376
Hospital 557,District 20,Instrument 2,12053
Hospital 557,District 20,Instrument 3,2482
Hospital 558,District 29,Instrument 5,29448
Hospital 56,District 18,Instrument 2,1001
Hospital 56,District 20,Instrument 2,72000
Hospital 56,District 20,Instrument 3,64117
Hospital 56,District 41,Instrument 2,31020
Hospital 56,District 41,Instrument 3,31020
Hospital 560,District 13,Instrument 2,5796
Hospital 560,District 18,Instrument 3,2192
Hospital 560,District 20,Instrument 2,6852
Hospital 560,District 20,Instrument 3,552
Hospital 560,District 34,Instrument 2,4056
Hospital 560,District 34,Instrument 3,2667
Hospital 560,District 34,Instrument 4,2754
Hospital 560,District 8,Instrument 2,2811
Hospital 561,District 29,Instrument 5,76933
Hospital 561,District 39,Instrument 2,1553
Hospital 562,District 12,Instrument 2,14001
Hospital 562,District 13,Instrument 2,29100
Hospital 562,District 13,Instrument 3,33960
Hospital 562,District 13,Instrument 5,108660
Hospital 562,District 20,Instrument 2,14835
Hospital 562,District 20,Instrument 3,6120
Hospital 562,District 41,Instrument 2,60024
Hospital 562,District 41,Instrument 3,7890
Hospital 562,District 41,Instrument 5,24000
Hospital 562,District 8,Instrument 2,9240
Hospital 563,District 13,Instrument 2,31644
Hospital 563,District 13,Instrument 3,600
Hospital 563,District 20,Instrument 2,839
Hospital 563,District 39,Instrument 2,3123
Hospital 564,District 28,Instrument 2,64876
Hospital 564,District 28,Instrument 3,23301
Hospital 564,District 28,Instrument 7,12192
Hospital 564,District 41,Instrument 2,17388
Hospital 564,District 41,Instrument 3,14970
Hospital 567,District 29,Instrument 8,39000
Hospital 568,District 13,Instrument 2,230340
Hospital 568,District 13,Instrument 5,91441
Hospital 568,District 18,Instrument 5,6643
Hospital 568,District 18,Instrument 7,73341
Hospital 568,District 20,Instrument 2,17580
Hospital 568,District 20,Instrument 3,36720
Hospital 568,District 32,Instrument 2,4980
Hospital 568,District 32,Instrument 3,438
Hospital 568,District 41,Instrument 2,206135
Hospital 568,District 41,Instrument 3,69358
Hospital 568,District 50,Instrument 2,1196
Hospital 568,District 8,Instrument 2,16500
Hospital 57,District 13,Instrument 2,51924
Hospital 57,District 13,Instrument 5,11581
Hospital 57,District 20,Instrument 2,38304
Hospital 57,District 20,Instrument 3,9258
Hospital 573,District 20,Instrument 2,252
Hospital 573,District 41,Instrument 2,360
Hospital 573,District 41,Instrument 3,5010
Hospital 574,District 13,Instrument 2,252
Hospital 574,District 13,Instrument 3,13055
Hospital 574,District 18,Instrument 2,10158
Hospital 574,District 34,Instrument 2,180
Hospital 574,District 34,Instrument 3,914
Hospital 575,District 13,Instrument 2,25251
Hospital 575,District 20,Instrument 2,39785
Hospital 575,District 20,Instrument 3,11892
Hospital 575,District 20,Instrument 7,25200
Hospital 577,District 37,Instrument 2,105660
Hospital 578,District 28,Instrument 2,14058
Hospital 578,District 28,Instrument 5,5667
Hospital 578,District 47,Instrument 2,150000
Hospital 579,District 13,Instrument 2,68098
Hospital 579,District 13,Instrument 3,9000
Hospital 580,District 13,Instrument 3,12096
Hospital 580,District 13,Instrument 5,955940
Hospital 580,District 15,Instrument 2,1200
Hospital 580,District 17,Instrument 2,77297
Hospital 580,District 17,Instrument 3,2013
Hospital 580,District 20,Instrument 2,127677
Hospital 580,District 20,Instrument 3,32801
Hospital 580,District 34,Instrument 2,7542
Hospital 580,District 34,Instrument 3,10094
Hospital 580,District 34,Instrument 4,121
Hospital 580,District 34,Instrument 5,510
Hospital 580,District 39,Instrument 2,1599
Hospital 580,District 4,Instrument 2,8820
Hospital 580,District 50,Instrument 3,21189
Hospital 581,District 13,Instrument 2,17276
Hospital 581,District 13,Instrument 3,14040
Hospital 581,District 20,Instrument 2,37740
Hospital 581,District 20,Instrument 3,6450
Hospital 582,District 13,Instrument 2,1364539
Hospital 582,District 13,Instrument 3,727212
Hospital 582,District 13,Instrument 4,67260
Hospital 582,District 13,Instrument 5,19080
Hospital 582,District 17,Instrument 2,27909
Hospital 582,District 20,Instrument 2,58260
Hospital 582,District 20,Instrument 3,59640
Hospital 582,District 20,Instrument 7,6000
Hospital 582,District 34,Instrument 2,804
Hospital 582,District 34,Instrument 3,432
Hospital 582,District 41,Instrument 2,60072
Hospital 582,District 41,Instrument 3,95916
Hospital 582,District 41,Instrument 5,33390
Hospital 582,District 50,Instrument 2,5400
Hospital 582,District 50,Instrument 3,1188
Hospital 582,District 8,Instrument 2,16538
Hospital 583,District 13,Instrument 2,71452
Hospital 583,District 13,Instrument 3,7140
Hospital 583,District 13,Instrument 4,3000
Hospital 583,District 20,Instrument 2,3310
Hospital 583,District 20,Instrument 3,11001
Hospital 583,District 28,Instrument 2,105300
Hospital 583,District 28,Instrument 3,15645
Hospital 583,District 28,Instrument 7,20739
Hospital 583,District 28,Instrument 8,863
Hospital 584,District 20,Instrument 2,804
Hospital 584,District 34,Instrument 3,360
Hospital 585,District 13,Instrument 2,133584
Hospital 585,District 13,Instrument 3,59262
Hospital 585,District 13,Instrument 4,6480
Hospital 585,District 19,Instrument 2,4560
Hospital 585,District 20,Instrument 2,19255
Hospital 585,District 20,Instrument 3,22269
Hospital 585,District 28,Instrument 2,66312
Hospital 585,District 28,Instrument 3,9120
Hospital 585,District 28,Instrument 4,19656
Hospital 585,District 28,Instrument 8,690
Hospital 585,District 32,Instrument 2,14688
Hospital 585,District 32,Instrument 3,9288
Hospital 585,District 41,Instrument 2,33804
Hospital 585,District 41,Instrument 3,22434
Hospital 585,District 50,Instrument 2,104709
Hospital 585,District 50,Instrument 3,3151
Hospital 587,District 28,Instrument 5,961
Hospital 587,District 34,Instrument 2,276
Hospital 587,District 34,Instrument 3,600
Hospital 59,District 18,Instrument 3,1882
Hospital 59,District 34,Instrument 2,138
Hospital 59,District 34,Instrument 5,1440
Hospital 59,District 50,Instrument 2,726
Hospital 59,District 8,Instrument 2,3420
Hospital 592,District 20,Instrument 2,59100
Hospital 592,District 20,Instrument 3,29769
Hospital 592,District 41,Instrument 2,10080
Hospital 592,District 41,Instrument 3,4320
Hospital 593,District 50,Instrument 2,94444
Hospital 593,District 50,Instrument 5,241970
Hospital 594,District 41,Instrument 8,96001
Hospital 595,District 13,Instrument 3,37908
Hospital 595,District 28,Instrument 2,25213
Hospital 595,District 28,Instrument 3,36967
Hospital 595,District 41,Instrument 2,28980
Hospital 595,District 41,Instrument 3,107910
Hospital 595,District 41,Instrument 8,24000
Hospital 595,District 43,Instrument 2,29700
Hospital 595,District 44,Instrument 2,543354
Hospital 595,District 44,Instrument 3,7350
Hospital 595,District 50,Instrument 2,34404
Hospital 595,District 50,Instrument 3,6485
Hospital 596,District 13,Instrument 2,234066
Hospital 596,District 13,Instrument 3,16200
Hospital 596,District 34,Instrument 5,3000
Hospital 596,District 34,Instrument 7,15000
Hospital 596,District 8,Instrument 2,10593
Hospital 597,District 12,Instrument 8,54000
Hospital 597,District 13,Instrument 2,309179
Hospital 597,District 13,Instrument 3,169473
Hospital 597,District 13,Instrument 4,66162
Hospital 597,District 13,Instrument 5,17868
Hospital 597,District 13,Instrument 8,48000
Hospital 597,District 17,Instrument 2,89368
Hospital 597,District 17,Instrument 3,113
Hospital 597,District 20,Instrument 2,179737
Hospital 597,District 20,Instrument 3,71847
Hospital 597,District 20,Instrument 8,176499
Hospital 597,District 28,Instrument 2,258300
Hospital 597,District 28,Instrument 3,32400
Hospital 597,District 28,Instrument 4,24000
Hospital 597,District 28,Instrument 5,96797
Hospital 597,District 28,Instrument 7,8577
Hospital 597,District 32,Instrument 2,16200
Hospital 597,District 32,Instrument 3,1200
Hospital 597,District 32,Instrument 5,1337
Hospital 597,District 34,Instrument 8,3109
Hospital 597,District 39,Instrument 2,426
Hospital 597,District 39,Instrument 4,426
Hospital 597,District 41,Instrument 2,3456
Hospital 597,District 41,Instrument 3,1170
Hospital 597,District 41,Instrument 5,180
Hospital 597,District 41,Instrument 8,66000
Hospital 597,District 50,Instrument 2,147066
Hospital 597,District 50,Instrument 3,24325
Hospital 597,District 50,Instrument 8,28122
Hospital 598,District 12,Instrument 2,1283425
Hospital 598,District 12,Instrument 3,235354
Hospital 598,District 13,Instrument 2,883352
Hospital 598,District 13,Instrument 3,1228492
Hospital 598,District 13,Instrument 4,349919
Hospital 598,District 13,Instrument 5,115680
Hospital 598,District 15,Instrument 2,63958
Hospital 598,District 15,Instrument 3,960
Hospital 598,District 15,Instrument 5,9000
Hospital 598,District 15,Instrument 7,3000
Hospital 598,District 17,Instrument 2,856902
Hospital 598,District 17,Instrument 3,121410
Hospital 598,District 17,Instrument 4,59464
Hospital 598,District 18,Instrument 2,81888
Hospital 598,District 18,Instrument 7,6865
Hospital 598,District 19,Instrument 2,82267
Hospital 598,District 19,Instrument 5,60000
Hospital 598,District 20,Instrument 2,946279
Hospital 598,District 20,Instrument 3,1683514
Hospital 598,District 20,Instrument 8,298779
Hospital 598,District 28,Instrument 2,236421
Hospital 598,District 28,Instrument 3,211722
Hospital 598,District 29,Instrument 5,249996
Hospital 598,District 3,Instrument 2,8640
Hospital 598,District 32,Instrument 2,42840
Hospital 598,District 32,Instrument 3,11358
Hospital 598,District 34,Instrument 2,81660
Hospital 598,District 34,Instrument 3,18474
Hospital 598,District 4,Instrument 2,224979
Hospital 598,District 41,Instrument 2,200538
Hospital 598,District 41,Instrument 3,407078
Hospital 598,District 50,Instrument 2,1041730
Hospital 598,District 50,Instrument 3,1009074
Hospital 598,District 50,Instrument 5,186729
Hospital 598,District 50,Instrument 7,48565
Hospital 598,District 50,Instrument 8,49917
Hospital 598,No District Available,Instrument 8,2490083
Hospital 599,District 13,Instrument 2,586649
Hospital 599,District 13,Instrument 3,307985
Hospital 599,District 13,Instrument 4,78091
Hospital 599,District 13,Instrument 5,118212
Hospital 599,District 20,Instrument 2,135144
Hospital 599,District 20,Instrument 3,15678
Hospital 599,District 20,Instrument 7,4200
Hospital 599,District 28,Instrument 2,27720
Hospital 599,District 28,Instrument 3,43622
Hospital 599,District 3,Instrument 2,34784
Hospital 599,District 34,Instrument 2,1260
Hospital 599,District 34,Instrument 3,252
Hospital 599,District 39,Instrument 2,6232
Hospital 599,District 41,Instrument 2,1080
Hospital 599,District 41,Instrument 3,13620
Hospital 6,District 13,Instrument 2,370035
Hospital 6,District 13,Instrument 3,316395
Hospital 6,District 13,Instrument 4,40800
Hospital 6,District 13,Instrument 5,99390
Hospital 6,District 15,Instrument 2,122112
Hospital 6,District 15,Instrument 3,5100
Hospital 6,District 18,Instrument 3,18269
Hospital 6,District 18,Instrument 5,3322
Hospital 6,District 19,Instrument 2,15552
Hospital 6,District 25,Instrument 2,70800
Hospital 6,District 28,Instrument 5,2100
Hospital 6,District 3,Instrument 2,6000
Hospital 6,District 32,Instrument 2,89400
Hospital 6,District 32,Instrument 3,12878
Hospital 6,District 32,Instrument 5,6000
Hospital 6,District 34,Instrument 2,44490
Hospital 6,District 34,Instrument 3,12000
Hospital 6,District 34,Instrument 4,1800
Hospital 60,District 13,Instrument 8,432648
Hospital 60,District 20,Instrument 2,2411
Hospital 60,District 50,Instrument 2,7259
Hospital 60,District 50,Instrument 3,64651
Hospital 601,District 20,Instrument 2,7446
Hospital 601,District 20,Instrument 3,24715
Hospital 601,District 20,Instrument 7,3180
Hospital 601,District 8,Instrument 2,26544
Hospital 602,District 13,Instrument 2,144060
Hospital 602,District 13,Instrument 3,16896
Hospital 602,District 13,Instrument 5,5700
Hospital 604,District 13,Instrument 2,1470
Hospital 604,District 13,Instrument 3,1020
Hospital 604,District 15,Instrument 2,10860
Hospital 604,District 15,Instrument 3,3960
Hospital 605,District 12,Instrument 2,79200
Hospital 605,District 13,Instrument 3,105413
Hospital 605,District 17,Instrument 2,71214
Hospital 605,District 17,Instrument 3,11424
Hospital 605,District 19,Instrument 2,9000
Hospital 605,District 20,Instrument 2,68940
Hospital 605,District 20,Instrument 3,36000
Hospital 605,District 32,Instrument 2,8520
Hospital 605,District 32,Instrument 3,1350
Hospital 605,District 37,Instrument 2,162000
Hospital 605,District 37,Instrument 3,54000
Hospital 605,District 39,Instrument 2,10502
Hospital 605,District 50,Instrument 2,5880
Hospital 606,District 18,Instrument 2,2140529
Hospital 606,District 18,Instrument 5,1129
Hospital 606,District 18,Instrument 7,15660
Hospital 606,District 28,Instrument 2,20655
Hospital 606,District 28,Instrument 3,20286
Hospital 606,District 34,Instrument 2,137340
Hospital 606,District 34,Instrument 3,22764
Hospital 606,District 34,Instrument 4,6948
Hospital 606,District 34,Instrument 5,6000
Hospital 606,District 50,Instrument 2,17615
Hospital 607,District 20,Instrument 2,2857
Hospital 607,District 20,Instrument 3,254
Hospital 608,District 41,Instrument 2,2400
Hospital 608,District 41,Instrument 3,2400
Hospital 608,District 41,Instrument 5,600
Hospital 612,District 13,Instrument 2,93150
Hospital 612,District 15,Instrument 2,16320
Hospital 612,District 32,Instrument 2,12830
Hospital 612,District 32,Instrument 3,11850
Hospital 612,District 32,Instrument 5,1680
Hospital 612,District 41,Instrument 2,35264
Hospital 612,District 41,Instrument 3,50400
Hospital 613,District 13,Instrument 2,279279
Hospital 613,District 13,Instrument 3,185913
Hospital 613,District 20,Instrument 2,630
Hospital 613,District 20,Instrument 3,21416
Hospital 614,District 13,Instrument 3,7240
Hospital 614,District 13,Instrument 8,900
Hospital 614,District 20,Instrument 3,144000
Hospital 616,District 13,Instrument 2,232686
Hospital 616,District 13,Instrument 4,35568
Hospital 617,District 13,Instrument 2,110728
Hospital 617,District 13,Instrument 3,3145
Hospital 617,District 15,Instrument 2,360
Hospital 617,District 15,Instrument 3,408
Hospital 617,District 20,Instrument 2,54684
Hospital 617,District 20,Instrument 3,48564
Hospital 617,District 20,Instrument 7,15413
Hospital 617,District 32,Instrument 2,16200
Hospital 617,District 32,Instrument 3,19440
Hospital 617,District 41,Instrument 2,180
Hospital 617,District 41,Instrument 3,12150
Hospital 617,District 50,Instrument 2,20627
