Hospital_ID,District_ID,Hospital_employees
Hospital 229,District 23,129
Hospital 229,District 25,2
Hospital 229,District 26,4
Hospital 229,District 28,33
Hospital 229,District 3,1
Hospital 229,District 30,1
Hospital 229,District 32,84
Hospital 229,District 34,19
Hospital 229,District 37,42
Hospital 229,District 38,3
Hospital 229,District 4,17
Hospital 229,District 41,54
Hospital 229,District 43,1
Hospital 229,District 44,1104
Hospital 229,District 45,6
Hospital 229,District 45,6
Hospital 229,District 48,7
Hospital 229,District 5,4
Hospital 229,District 53,1473
Hospital 229,District 6,20
Hospital 229,District 8,22
Hospital 229,District 9,38
Hospital 23,District 2,34
Hospital 23,District 39,79
Hospital 230,District 12,128
Hospital 230,District 13,105
Hospital 230,District 15,1
Hospital 230,District 16,25
Hospital 230,District 17,7
Hospital 230,District 18,18
Hospital 230,District 19,55
Hospital 230,District 2,7257
Hospital 230,District 20,18
Hospital 230,District 23,2
Hospital 230,District 28,63
Hospital 230,District 29,108
Hospital 230,District 3,6
Hospital 230,District 30,28
Hospital 230,District 32,4
Hospital 230,District 36,1
Hospital 230,District 37,9
Hospital 230,District 38,1
Hospital 230,District 39,105
Hospital 230,District 4,62
Hospital 230,District 41,61
Hospital 230,District 43,10
Hospital 230,District 44,20
Hospital 230,District 46,40
Hospital 230,District 48,13
Hospital 230,District 53,3338
Hospital 230,District 6,215
Hospital 230,District 8,6
Hospital 230,District 9,20
Hospital 231,District 12,3
Hospital 231,District 13,64
Hospital 231,District 17,4
Hospital 231,District 20,5
Hospital 231,District 28,228
Hospital 231,District 3,44
Hospital 231,District 32,331
Hospital 231,District 35,150
Hospital 231,District 37,18
Hospital 232,District 12,823
Hospital 232,District 13,1880
Hospital 232,District 16,30
Hospital 232,District 17,633
Hospital 232,District 18,1291
Hospital 232,District 19,65
Hospital 232,District 19,65
Hospital 232,District 2,20
Hospital 232,District 20,214
Hospital 232,District 25,502
Hospital 232,District 28,68
Hospital 232,District 29,25
Hospital 232,District 3,10
Hospital 232,District 30,17
Hospital 232,District 32,70
Hospital 232,District 34,126
Hospital 232,District 35,878
Hospital 232,District 37,41
Hospital 232,District 39,28
Hospital 232,District 40,58
Hospital 232,District 40,58
Hospital 232,District 41,1386
Hospital 232,District 42,30
Hospital 232,District 43,14
Hospital 232,District 44,458
Hospital 232,District 45,60
Hospital 232,District 45,60
Hospital 232,District 46,222
Hospital 232,District 48,39
Hospital 232,District 49,20
Hospital 232,District 5,9
Hospital 232,District 53,2210
Hospital 232,District 6,13
Hospital 232,District 7,1
Hospital 232,District 8,184
Hospital 233,District 16,1
Hospital 233,District 2,223
Hospital 233,District 29,18
Hospital 234,District 12,390
Hospital 234,District 13,1317
Hospital 234,District 16,4
Hospital 234,District 17,46
Hospital 234,District 18,3
Hospital 234,District 2,13
Hospital 234,District 20,219
Hospital 234,District 25,21
Hospital 234,District 28,146
Hospital 234,District 29,2
Hospital 234,District 3,29
Hospital 234,District 30,11
Hospital 234,District 31,42
Hospital 234,District 32,11
Hospital 234,District 34,35
Hospital 234,District 35,11
Hospital 234,District 36,3
Hospital 234,District 37,1
Hospital 234,District 38,3
Hospital 234,District 39,4
Hospital 234,District 4,6
Hospital 234,District 41,139
Hospital 234,District 43,8
Hospital 234,District 44,110
Hospital 234,District 45,17
Hospital 234,District 48,18
Hospital 234,District 49,14
Hospital 234,District 5,21
Hospital 234,District 53,1329
Hospital 234,District 6,165
Hospital 234,District 8,65
Hospital 235,District 12,655
Hospital 235,District 13,402
Hospital 235,District 16,3
Hospital 235,District 2,9
Hospital 235,District 20,1351
Hospital 235,District 23,13
Hospital 235,District 28,279
Hospital 235,District 3,62
Hospital 235,District 30,46
Hospital 235,District 32,157
Hospital 235,District 34,83
Hospital 235,District 35,1
Hospital 235,District 41,706
Hospital 235,District 43,28
Hospital 235,District 44,13
Hospital 235,District 46,443
Hospital 235,District 48,38
Hospital 235,District 53,732
Hospital 235,District 6,18
Hospital 235,District 8,397
Hospital 236,District 13,19
Hospital 236,District 16,86
Hospital 236,District 18,2679
Hospital 236,District 2,131
Hospital 236,District 25,290
Hospital 236,District 28,11
Hospital 236,District 29,125
Hospital 236,District 31,690
Hospital 236,District 35,190
Hospital 236,District 37,45
Hospital 236,District 39,69
Hospital 236,District 4,42
Hospital 236,District 45,837
Hospital 236,District 46,3960
Hospital 236,District 53,23191
Hospital 236,District 6,515
Hospital 237,District 12,1266
Hospital 237,District 13,124
Hospital 237,District 15,107
Hospital 237,District 16,15
Hospital 237,District 17,16
Hospital 237,District 18,8
Hospital 237,District 19,230
Hospital 237,District 19,230
Hospital 237,District 2,1
Hospital 237,District 20,525
Hospital 237,District 23,1
Hospital 237,District 28,74
Hospital 237,District 30,18
Hospital 237,District 32,30
Hospital 237,District 35,74
Hospital 237,District 39,50
Hospital 237,District 4,34
Hospital 237,District 44,157
Hospital 237,District 46,43
Hospital 237,District 48,117
Hospital 237,District 49,5
Hospital 237,District 53,6495
Hospital 237,District 6,220
Hospital 237,District 8,20
Hospital 238,District 10,139
Hospital 238,District 11,38
Hospital 238,District 12,148
Hospital 238,District 13,787
Hospital 238,District 14,20
Hospital 238,District 15,22
Hospital 238,District 16,190
Hospital 238,District 16,43
Hospital 238,District 17,271
Hospital 238,District 19,44
Hospital 238,District 2,5872
Hospital 238,District 20,155
Hospital 238,District 20,155
Hospital 238,District 23,10
Hospital 238,District 25,202
Hospital 238,District 25,40
Hospital 238,District 26,1058
Hospital 238,District 28,637
Hospital 238,District 29,376
Hospital 238,District 3,18
Hospital 238,District 30,19
Hospital 238,District 31,177
Hospital 238,District 32,3
Hospital 238,District 34,100
Hospital 238,District 35,6
Hospital 238,District 36,43
Hospital 238,District 37,165
Hospital 238,District 37,1
Hospital 238,District 38,1
Hospital 238,District 39,29
Hospital 238,District 4,52
Hospital 238,District 40,96
Hospital 238,District 41,49
Hospital 238,District 42,256
Hospital 238,District 43,225
Hospital 238,District 44,303
Hospital 238,District 45,22
Hospital 238,District 45,2
Hospital 238,District 45,2
Hospital 238,District 48,491
Hospital 238,District 49,208
Hospital 238,District 5,3
Hospital 238,District 53,12
Hospital 238,District 6,260
Hospital 238,District 7,1
Hospital 238,District 8,59
Hospital 238,District 9,32
Hospital 239,District 18,10
Hospital 239,District 53,26
Hospital 24,District 12,56959
Hospital 24,District 13,10989
Hospital 24,District 15,27
Hospital 24,District 16,80
Hospital 24,District 17,1709
Hospital 24,District 18,276
Hospital 24,District 19,183
Hospital 24,District 2,462
Hospital 24,District 20,17952
Hospital 24,District 28,1413
Hospital 24,District 29,16
Hospital 24,District 3,594
Hospital 24,District 30,5041
Hospital 24,District 32,2881
Hospital 24,District 35,120
Hospital 24,District 36,589
Hospital 24,District 37,27
Hospital 24,District 38,536
Hospital 24,District 4,372
Hospital 24,District 40,1220
Hospital 24,District 41,3104
Hospital 24,District 43,1063
Hospital 24,District 44,236
Hospital 24,District 45,9
Hospital 24,District 48,100
Hospital 24,District 49,21
Hospital 24,District 5,754
Hospital 24,District 53,571
Hospital 24,District 6,197
Hospital 24,District 8,2079
Hospital 240,District 12,19
Hospital 240,District 13,13
Hospital 240,District 16,38
Hospital 240,District 18,116
Hospital 240,District 19,10
Hospital 240,District 2,18
Hospital 240,District 20,3
Hospital 240,District 28,16
Hospital 240,District 37,42
Hospital 240,District 40,105
Hospital 240,District 41,29
Hospital 240,District 43,1
Hospital 240,District 45,3
Hospital 240,District 53,5087
Hospital 240,District 6,198
Hospital 241,District 2,3596
Hospital 242,District 12,50
Hospital 242,District 13,16
Hospital 242,District 53,2750
Hospital 242,District 6,1250
Hospital 243,District 10,164
Hospital 243,District 12,87
Hospital 243,District 13,45
Hospital 243,District 16,18
Hospital 243,District 17,4
Hospital 243,District 18,58
Hospital 243,District 19,13
Hospital 243,District 2,13
Hospital 243,District 20,44
Hospital 243,District 25,803
Hospital 243,District 28,27
Hospital 243,District 29,36
Hospital 243,District 3,4
Hospital 243,District 31,969
Hospital 243,District 35,9
Hospital 243,District 37,1
Hospital 243,District 39,2
Hospital 243,District 40,7
Hospital 243,District 41,22
Hospital 243,District 44,38
Hospital 243,District 45,212
Hospital 243,District 46,14
Hospital 243,District 5,7
Hospital 243,District 53,925
Hospital 243,District 6,40
Hospital 243,District 8,8
Hospital 244,District 13,75
Hospital 244,District 17,162
Hospital 244,District 18,6
Hospital 244,District 28,5
Hospital 244,District 3,1
Hospital 244,District 30,4
Hospital 244,District 37,7
Hospital 244,District 4,25
Hospital 244,District 44,3
Hospital 244,District 53,9699
Hospital 244,District 6,104
Hospital 245,District 1,16
Hospital 245,District 10,84
Hospital 245,District 10,84
Hospital 245,District 12,517
Hospital 245,District 13,310
Hospital 245,District 14,16
Hospital 245,District 16,112
Hospital 245,District 17,251
Hospital 245,District 18,282
Hospital 245,District 19,585
Hospital 245,District 19,585
Hospital 245,District 2,44
Hospital 245,District 20,32
Hospital 245,District 21,446
Hospital 245,District 23,165
Hospital 245,District 24,113
Hospital 245,District 25,309
Hospital 245,District 26,69
Hospital 245,District 27,61
Hospital 245,District 28,645
Hospital 245,District 29,84
Hospital 245,District 3,7
Hospital 245,District 30,30
Hospital 245,District 31,6
Hospital 245,District 32,2
Hospital 245,District 34,385
Hospital 245,District 35,117
Hospital 245,District 37,98
Hospital 245,District 38,11
Hospital 245,District 39,298
Hospital 245,District 4,1349
Hospital 245,District 40,8
Hospital 245,District 40,8
Hospital 245,District 41,4042
Hospital 245,District 43,203
Hospital 245,District 44,100
Hospital 245,District 45,6
Hospital 245,District 45,6
Hospital 245,District 46,2
Hospital 245,District 48,16
Hospital 245,District 49,5
Hospital 245,District 5,14
Hospital 245,District 53,3252
Hospital 245,District 6,4
Hospital 245,District 8,3
Hospital 245,District 9,2
Hospital 246,District 10,153
Hospital 246,District 10,153
Hospital 246,District 12,2303
Hospital 246,District 13,719
Hospital 246,District 15,23
Hospital 246,District 16,8
Hospital 246,District 17,9
Hospital 246,District 19,3
Hospital 246,District 19,3
Hospital 246,District 23,29
Hospital 246,District 25,7
Hospital 246,District 28,48
Hospital 246,District 3,13
Hospital 246,District 37,13
Hospital 246,District 4,44
Hospital 246,District 41,654
Hospital 246,District 45,187
Hospital 246,District 45,187
Hospital 246,District 48,15
Hospital 246,District 53,1111
Hospital 246,District 6,1
Hospital 247,District 12,15
Hospital 247,District 13,85
Hospital 247,District 17,228
Hospital 247,District 2,52
Hospital 247,District 20,74
Hospital 247,District 23,4
Hospital 247,District 28,10
Hospital 247,District 3,36
Hospital 247,District 32,5
Hospital 247,District 34,20
Hospital 247,District 35,281
Hospital 247,District 37,58
Hospital 247,District 41,242
Hospital 247,District 44,127
Hospital 247,District 48,79
Hospital 247,District 5,6
Hospital 247,District 53,2723
Hospital 247,District 6,158
Hospital 248,District 12,846
Hospital 248,District 13,42
Hospital 248,District 16,9
Hospital 248,District 17,24
Hospital 248,District 19,135
Hospital 248,District 19,135
Hospital 248,District 2,27
Hospital 248,District 20,8
Hospital 248,District 28,233
Hospital 248,District 34,38
Hospital 248,District 4,92
Hospital 248,District 41,1
Hospital 248,District 44,107
Hospital 248,District 53,1965
Hospital 248,District 53,38
Hospital 248,District 6,111
Hospital 248,District 8,23
Hospital 248,District 9,131
Hospital 249,District 16,276
Hospital 249,District 2,2880
Hospital 249,District 23,2
Hospital 249,District 25,32
Hospital 249,District 28,1
Hospital 249,District 37,11
Hospital 249,District 41,3542
Hospital 249,District 46,89
Hospital 249,District 53,91
Hospital 249,District 9,191
Hospital 25,District 10,93
Hospital 25,District 12,160
Hospital 25,District 13,3621
Hospital 25,District 15,434
Hospital 25,District 16,126
Hospital 25,District 17,29
Hospital 25,District 18,2020
Hospital 25,District 19,9
Hospital 25,District 2,146
Hospital 25,District 20,265
Hospital 25,District 25,236
Hospital 25,District 28,212
Hospital 25,District 29,277
Hospital 25,District 3,1
Hospital 25,District 30,26
Hospital 25,District 31,49
Hospital 25,District 32,120
Hospital 25,District 34,80
Hospital 25,District 35,519
Hospital 25,District 36,11
Hospital 25,District 37,125
Hospital 25,District 38,12
Hospital 25,District 39,24
Hospital 25,District 4,10
Hospital 25,District 40,244
Hospital 25,District 41,130
Hospital 25,District 43,178
Hospital 25,District 44,64
Hospital 25,District 45,90
Hospital 25,District 46,461
Hospital 25,District 48,178
Hospital 25,District 5,463
Hospital 25,District 53,7042
Hospital 25,District 6,2584
Hospital 25,District 8,68
Hospital 250,District 12,34
Hospital 250,District 13,83
Hospital 250,District 16,99
Hospital 250,District 20,272
Hospital 250,District 23,2
Hospital 250,District 41,80
Hospital 250,District 44,93
Hospital 250,District 53,149
Hospital 250,District 6,1
Hospital 251,District 10,16
Hospital 251,District 10,16
